shot_id,shot_made_flag
1,0.382953226698111
8,0.4666768855603051
17,0.5130338267550572
20,0.5130338267550572
33,0.3877689261941329
34,0.3764115813192094
35,0.4929767791987903
36,0.4929767791987903
37,0.6197232631767714
38,0.38949487207701255
45,0.48816107970276834
50,0.3815894189678483
55,0.33072055872563205
60,0.3369000659519166
66,0.4319810696890343
67,0.4051749567483994
71,0.37813752720208904
80,0.4425983880801954
85,0.4425983880801954
86,0.44608330143311214
95,0.4522628086593967
104,0.3846791725809906
113,0.3654163745969029
123,0.38640511846387027
126,0.46570161237823704
133,0.6197232631767714
141,0.4522297870722393
144,0.35788880981888405
150,0.5130338267550572
152,0.3987641329164394
153,0.5130338267550572
156,0.6931743475821878
159,0.8088622859819286
165,0.6716901534397245
172,0.3764115813192094
182,0.7021728495602143
192,0.3877689261941329
193,0.5130338267550572
196,0.39690736548661815
202,0.3815894189678483
210,0.3403519577176759
211,0.3702320740929248
228,0.6564488053794796
257,0.3860429803112533
260,0.3860429803112533
264,0.3908586798072752
267,0.4412676019370902
279,0.7021728495602143
282,0.3908586798072752
293,0.4175339712009685
299,0.4813816970496239
300,0.4364519024410683
301,0.49101309604166776
317,0.3499833567097198
327,0.3561628639360044
328,0.406538764478662
335,0.49779247869481225
346,0.5284365273734638
348,0.4425983880801954
365,0.3891327339243955
390,0.5130338267550572
391,0.5130338267550572
392,0.5188051283814199
397,0.3417157654479386
418,0.3619644828311436
428,0.3955435577563555
434,0.4701617989132218
439,0.49779247869481225
440,0.3561628639360044
456,0.39072785826033357
459,0.44741408757621737
472,0.3764115813192094
480,0.4148063557404432
491,0.3417157654479386
497,0.39690736548661815
509,0.3544369180531247
511,0.3465314649439605
523,0.4271653701930124
533,0.37813752720208904
544,0.49779247869481225
546,0.362704509314906
555,0.5130338267550572
558,0.3544369180531247
560,0.38640511846387027
573,0.39072785826033357
591,0.3667801823271655
596,0.4319810696890343
597,0.36060067510088095
601,0.4701617989132218
605,0.38122728081523133
617,0.41135446397468395
628,0.38640511846387027
634,0.3877689261941329
646,0.44741408757621737
649,0.3908586798072752
651,0.5130338267550572
654,0.6716901534397245
656,0.49779247869481225
657,0.41271827170494657
669,0.37813752720208904
670,0.7021728495602143
693,0.48832243226093014
694,0.4051749567483994
699,0.39394843342041747
711,0.37813752720208904
718,0.39690736548661815
722,0.39690736548661815
723,0.3403519577176759
725,0.48252081336579095
734,0.39258462569015484
735,0.49779247869481225
737,0.5284365273734638
746,0.39690736548661815
747,0.42867727087884566
766,0.34480551906108087
767,0.3815894189678483
771,0.4003592572523774
773,0.4425983880801954
774,0.39394843342041747
783,0.4425983880801954
784,0.3499833567097198
789,0.38640511846387027
792,0.3513471644399825
804,0.35479905620574176
809,0.3877689261941329
812,0.3767737194718264
813,0.3561628639360044
817,0.4425983880801954
820,0.39258462569015484
825,0.3654163745969029
826,0.3764115813192094
829,0.35307311032286215
