shot_id,shot_made_flag
1,0.6993706034801925
8,0.6993706034801925
17,0.8325471698113207
20,0.8325471698113207
33,0.6993706034801925
34,0.6382284382284382
35,0.5622369212266988
36,0.5622369212266988
37,0.6982868831500895
38,0.6382284382284382
45,0.5622369212266988
50,0.6993706034801925
55,1.0
60,1.0
66,1.0
67,0.6993706034801925
71,0.6382284382284382
80,0.6993706034801925
85,0.5888261142498431
86,0.5229615745079662
95,0.5229615745079662
104,0.518450184501845
113,0.518450184501845
123,0.6993706034801925
126,0.6982868831500895
133,0.6982868831500895
141,0.6993706034801925
144,0.6993706034801925
150,1.0
152,0.6382284382284382
153,1.0
156,0.5783783783783784
159,0.9420731707317073
165,0.9420731707317073
172,0.518450184501845
182,1.0
192,0.5888261142498431
193,0.8114285714285714
196,0.5888261142498431
202,0.5888261142498431
210,0.518450184501845
211,0.518450184501845
228,0.9420731707317073
257,0.518450184501845
260,0.518450184501845
264,0.518450184501845
267,0.6982868831500895
279,0.9420731707317073
282,0.6382284382284382
293,0.6382284382284382
299,0.6982868831500895
300,0.6982868831500895
301,0.6982868831500895
317,0.6382284382284382
327,0.6382284382284382
328,0.6993706034801925
335,0.5622369212266988
346,0.6982868831500895
348,0.5888261142498431
365,0.518450184501845
390,0.8325471698113207
391,0.8325471698113207
392,0.6982868831500895
397,0.6382284382284382
418,0.6382284382284382
428,0.5888261142498431
434,0.6982868831500895
439,0.5622369212266988
440,0.518450184501845
456,0.6382284382284382
459,0.6993706034801925
472,0.6382284382284382
480,0.6993706034801925
491,0.518450184501845
497,0.518450184501845
509,0.6382284382284382
511,0.6382284382284382
523,0.6382284382284382
533,0.6382284382284382
544,0.5622369212266988
546,0.6993706034801925
555,0.8325471698113207
558,0.7838038632986627
560,1.0
573,0.7838038632986627
591,0.518450184501845
596,0.518450184501845
597,0.518450184501845
601,0.6982868831500895
605,0.6382284382284382
617,0.6993706034801925
628,0.6993706034801925
634,0.5888261142498431
646,0.5888261142498431
649,0.518450184501845
651,0.8325471698113207
654,0.9420731707317073
656,0.5622369212266988
657,0.518450184501845
669,0.518450184501845
670,0.9420731707317073
693,0.6982868831500895
694,0.6993706034801925
699,0.518450184501845
711,0.518450184501845
718,0.6993706034801925
722,0.6993706034801925
723,0.6382284382284382
725,0.5229615745079662
734,0.6993706034801925
735,0.5622369212266988
737,0.6982868831500895
746,0.6993706034801925
747,0.6982868831500895
766,0.6382284382284382
767,0.6993706034801925
771,0.6993706034801925
773,0.6993706034801925
774,0.6382284382284382
783,0.6993706034801925
784,0.6382284382284382
789,0.6993706034801925
792,0.6382284382284382
804,0.6382284382284382
809,0.5888261142498431
812,0.5888261142498431
813,0.518450184501845
